Year,Reporter_Country,Reporter_Region,Partner_Country,Partner_Region,Flow_Type,Product_Category,Trade_Value_USD,Tariff_Rate,Disruption_Risk_Score
2021,Vietnam,Asia,China,Asia,Import,Memory ICs,21893.64,0.096,1
2021,India,Asia,USA,North America,Import,Microprocessors,200040.78,0.143,9
2021,France,Europe,Germany,Europe,Export,Analog ICs,66280.64,0.007,1
2021,Singapore,Asia,France,Europe,Export,Analog ICs,1693.99,0.146,4
2021,Singapore,Asia,India,Asia,Import,Analog ICs,6777.31,0.103,1
2021,France,Europe,Vietnam,Asia,Import,Microprocessors,8801.9,0.067,3
2021,Canada,North America,Vietnam,Asia,Import,Memory ICs,787.91,0.132,1
2021,South Korea,Asia,France,Europe,Export,Logic ICs,12295.12,0.092,4
2021,Japan,Asia,China,Asia,Import,Microprocessors,66305.99,0.07,3
2021,UK,Europe,Taiwan,Asia,Export,Logic ICs,1401.2,0.086,10
2021,Germany,Europe,USA,North America,Import,Analog ICs,44208.99,0.03,5
2021,Japan,Asia,South Korea,Asia,Export,Memory ICs,10970.36,0.019,2
2021,Taiwan,Asia,China,Asia,Import,Microprocessors,435422.59,0.04,6
2021,Vietnam,Asia,South Korea,Asia,Import,Microprocessors,414216.17,0.085,9
2021,France,Europe,UK,Europe,Import,Optoelectronics,1076459.52,0.034,10
2021,France,Europe,Germany,Europe,Export,Memory ICs,11037.6,0.016,3
2021,India,Asia,South Korea,Asia,Export,Microprocessors,2750.71,0.066,3
2021,South Korea,Asia,USA,North America,Export,Memory ICs,1077754.37,0.067,1
2021,South Korea,Asia,Canada,North America,Export,Logic ICs,8450.9,0.131,9
2021,Canada,North America,China,Asia,Export,Logic ICs,2161735.68,0.039,8
2021,Vietnam,Asia,Canada,North America,Import,Optoelectronics,10102.78,0.014,7
2021,India,Asia,UK,Europe,Import,Analog ICs,546.06,0.13,10
2021,Taiwan,Asia,Canada,North America,Export,Memory ICs,16223.75,0.102,4
2021,South Korea,Asia,Singapore,Asia,Export,Memory ICs,4916.96,0.119,6
2021,South Korea,Asia,France,Europe,Import,Logic ICs,25520.39,0.078,2
2021,Mexico,North America,Canada,North America,Import,Memory ICs,16725.21,0.057,9
2021,Vietnam,Asia,China,Asia,Export,Analog ICs,2092.42,0.025,3
2021,Netherlands,Europe,Malaysia,Asia,Export,Optoelectronics,839941.74,0.022,2
2021,China,Asia,Canada,North America,Export,Optoelectronics,768483.65,0.11,9
2021,China,Asia,South Korea,Asia,Export,Sensors,8764.37,0.087,3
2021,Canada,North America,Germany,Europe,Export,Logic ICs,12643.66,0.119,10
2021,USA,North America,Vietnam,Asia,Export,Logic ICs,291427.83,0.107,7
2021,China,Asia,Vietnam,Asia,Export,Optoelectronics,12049.71,0.097,5
2021,India,Asia,UK,Europe,Export,Analog ICs,25907.43,0.11,8
2021,China,Asia,Malaysia,Asia,Import,Logic ICs,75226.48,0.1,8
2021,Germany,Europe,Netherlands,Europe,Import,Memory ICs,3872.33,0.065,3
2021,China,Asia,Vietnam,Asia,Import,Microprocessors,8890.4,0.11,7
2021,Netherlands,Europe,Vietnam,Asia,Export,Microprocessors,695546.46,0.053,10
2021,Mexico,North America,South Korea,Asia,Import,Logic ICs,1002.37,0.13,1
2021,India,Asia,Netherlands,Europe,Import,Analog ICs,7490.49,0.105,5
2021,UK,Europe,Vietnam,Asia,Export,Optoelectronics,21714.87,0.073,6
2021,China,Asia,USA,North America,Export,Sensors,31456.1,0.136,10
2021,Singapore,Asia,China,Asia,Import,Logic ICs,3397.58,0.07,10
2021,Taiwan,Asia,UK,Europe,Export,Sensors,20555.81,0.143,7
2021,Mexico,North America,Germany,Europe,Export,Sensors,17966.66,0.022,9
2021,Canada,North America,South Korea,Asia,Import,Memory ICs,427668.96,0.117,9
2021,France,Europe,Japan,Asia,Export,Logic ICs,32705.5,0.063,6
2021,Germany,Europe,France,Europe,Export,Analog ICs,49088.68,0.1,1
2021,Germany,Europe,China,Asia,Import,Logic ICs,143891.06,0.037,4
2021,South Korea,Asia,USA,North America,Import,Microprocessors,5339.74,0.092,2
2021,Mexico,North America,Canada,North America,Import,Memory ICs,19205.38,0.033,6
2021,Japan,Asia,India,Asia,Import,Memory ICs,10940.95,0.032,3
2021,Taiwan,Asia,France,Europe,Export,Memory ICs,14652.32,0.016,3
2021,China,Asia,Singapore,Asia,Import,Memory ICs,80353.97,0.102,3
2021,Singapore,Asia,Vietnam,Asia,Import,Analog ICs,282147.72,0.005,5
2021,Germany,Europe,Taiwan,Asia,Export,Memory ICs,321371.33,0.055,7
2021,South Korea,Asia,Malaysia,Asia,Import,Optoelectronics,18860.75,0.078,4
2021,Mexico,North America,Canada,North America,Import,Analog ICs,25541.47,0.013,4
2021,Germany,Europe,Mexico,North America,Import,Microprocessors,34177.22,0.145,5
2021,Malaysia,Asia,South Korea,Asia,Import,Optoelectronics,1144.64,0.007,1
2021,China,Asia,Singapore,Asia,Import,Logic ICs,5664.16,0.147,7
2021,Malaysia,Asia,China,Asia,Export,Logic ICs,1027.61,0.002,2
2021,Netherlands,Europe,South Korea,Asia,Import,Memory ICs,69634.94,0.069,6
2021,Japan,Asia,China,Asia,Import,Memory ICs,30006.28,0.115,10
2021,Taiwan,Asia,Malaysia,Asia,Import,Analog ICs,2718.29,0.131,9
2021,Malaysia,Asia,Germany,Europe,Import,Microprocessors,56772.93,0.114,2
2021,Taiwan,Asia,Netherlands,Europe,Import,Logic ICs,62177.12,0.147,5
2021,Singapore,Asia,Taiwan,Asia,Import,Memory ICs,178121.7,0.1,2
2021,Japan,Asia,Mexico,North America,Import,Optoelectronics,27697.22,0.012,9
2021,Singapore,Asia,China,Asia,Import,Memory ICs,79050.27,0.093,2
2021,France,Europe,Japan,Asia,Import,Optoelectronics,105066.39,0.131,1
2021,China,Asia,Netherlands,Europe,Export,Memory ICs,3188.26,0.007,7
2021,Germany,Europe,Vietnam,Asia,Export,Optoelectronics,9813.45,0.076,9
2021,South Korea,Asia,USA,North America,Import,Logic ICs,37456.12,0.054,10
2021,UK,Europe,Canada,North America,Export,Sensors,20984.39,0.071,7
2021,UK,Europe,USA,North America,Import,Memory ICs,243994.87,0.088,6
2021,USA,North America,Germany,Europe,Import,Sensors,19268.33,0.05,4
2021,Vietnam,Asia,Singapore,Asia,Import,Analog ICs,404057.7,0.046,10
2021,Canada,North America,UK,Europe,Import,Logic ICs,19856.02,0.082,8
2021,UK,Europe,Mexico,North America,Import,Logic ICs,16769.86,0.101,4
2021,USA,North America,Malaysia,Asia,Export,Analog ICs,5023.8,0.106,6
2021,Germany,Europe,Japan,Asia,Export,Logic ICs,81199.2,0.108,5
2021,Taiwan,Asia,Canada,North America,Export,Optoelectronics,10826.55,0.131,10
2021,France,Europe,Singapore,Asia,Import,Optoelectronics,50495.98,0.019,1
2021,UK,Europe,Singapore,Asia,Export,Memory ICs,19432.53,0.138,2
2021,UK,Europe,China,Asia,Import,Memory ICs,89212.03,0.074,3
2021,Singapore,Asia,Japan,Asia,Export,Memory ICs,1269.84,0.017,1
2021,Netherlands,Europe,Japan,Asia,Export,Analog ICs,28820.01,0.023,5
2021,South Korea,Asia,France,Europe,Import,Memory ICs,6577.19,0.093,4
2021,Japan,Asia,Taiwan,Asia,Export,Sensors,3052.23,0.096,10
2021,Germany,Europe,India,Asia,Export,Memory ICs,7160.36,0.077,6
2021,Vietnam,Asia,Germany,Europe,Import,Analog ICs,57452.97,0.026,3
2021,South Korea,Asia,Netherlands,Europe,Export,Microprocessors,2794.23,0.112,3
2021,Taiwan,Asia,South Korea,Asia,Export,Microprocessors,76925.78,0.045,2
2021,Netherlands,Europe,Canada,North America,Import,Microprocessors,18765.87,0.031,3
2021,South Korea,Asia,Vietnam,Asia,Export,Logic ICs,5397.86,0.069,1
2021,USA,North America,India,Asia,Import,Memory ICs,31859.49,0.05,7
2021,Canada,North America,USA,North America,Export,Sensors,157804.24,0.146,1
2021,UK,Europe,Taiwan,Asia,Import,Sensors,10041.94,0.015,6
2021,China,Asia,Singapore,Asia,Import,Analog ICs,13783.94,0.096,8
2021,USA,North America,China,Asia,Export,Microprocessors,4705.35,0.198,3
2021,Japan,Asia,Canada,North America,Export,Microprocessors,550752.79,0.073,2
2021,Mexico,North America,Singapore,Asia,Export,Memory ICs,42998.48,0.037,4
2021,South Korea,Asia,USA,North America,Import,Memory ICs,85031.88,0.023,7
2021,France,Europe,Vietnam,Asia,Import,Optoelectronics,79940.43,0.029,7
2021,Mexico,North America,France,Europe,Export,Optoelectronics,140996.65,0.018,4
2021,Vietnam,Asia,China,Asia,Export,Logic ICs,115177.63,0.083,10
2021,Vietnam,Asia,Japan,Asia,Import,Microprocessors,30210.61,0.098,3
2021,Netherlands,Europe,Canada,North America,Import,Sensors,93830.6,0.075,3
2021,China,Asia,Malaysia,Asia,Export,Optoelectronics,3775.93,0.12,4
2021,UK,Europe,Mexico,North America,Import,Analog ICs,11547.53,0.049,10
2021,France,Europe,Japan,Asia,Import,Analog ICs,72330.39,0.093,5
2021,India,Asia,France,Europe,Export,Logic ICs,19057.29,0.078,5
2021,Malaysia,Asia,China,Asia,Import,Memory ICs,428726.65,0.008,6
2021,India,Asia,Singapore,Asia,Export,Optoelectronics,30997.32,0.1,1
2021,Vietnam,Asia,China,Asia,Export,Optoelectronics,53187.03,0.093,1
2021,France,Europe,Taiwan,Asia,Export,Optoelectronics,468765.53,0.107,1
2021,UK,Europe,Singapore,Asia,Export,Optoelectronics,45740.61,0.015,8
2021,Malaysia,Asia,Vietnam,Asia,Export,Logic ICs,11643.5,0.143,5
2021,Taiwan,Asia,Japan,Asia,Export,Logic ICs,2808.42,0.044,7
2021,UK,Europe,Singapore,Asia,Export,Sensors,24227.46,0.025,8
2021,Taiwan,Asia,South Korea,Asia,Import,Microprocessors,15564.63,0.055,1
2021,USA,North America,France,Europe,Export,Microprocessors,3528.13,0.051,1
2021,Canada,North America,South Korea,Asia,Export,Optoelectronics,215189.78,0.013,6
2021,Singapore,Asia,Germany,Europe,Import,Optoelectronics,330.73,0.012,10
2021,Malaysia,Asia,USA,North America,Import,Analog ICs,86374.35,0.102,10
2021,Malaysia,Asia,USA,North America,Import,Logic ICs,41163.28,0.076,10
2021,UK,Europe,Netherlands,Europe,Export,Logic ICs,778331.99,0.028,4
2021,Canada,North America,UK,Europe,Export,Analog ICs,324044.59,0.124,4
2021,Japan,Asia,Netherlands,Europe,Export,Optoelectronics,292587.36,0.147,1
2021,Vietnam,Asia,Canada,North America,Export,Analog ICs,50539.56,0.067,10
2021,Singapore,Asia,Malaysia,Asia,Import,Memory ICs,7652.14,0.142,7
2021,Netherlands,Europe,Japan,Asia,Import,Microprocessors,15186.33,0.068,8
2021,France,Europe,USA,North America,Export,Memory ICs,898.93,0.1,9
2021,Netherlands,Europe,Singapore,Asia,Export,Sensors,95035.07,0.145,6
2021,South Korea,Asia,Canada,North America,Export,Analog ICs,64658.18,0.004,3
2021,France,Europe,Netherlands,Europe,Import,Sensors,36718.48,0.04,7
2021,China,Asia,Taiwan,Asia,Export,Logic ICs,22218.53,0.109,1
2021,UK,Europe,USA,North America,Export,Microprocessors,42777.79,0.049,7
2021,Mexico,North America,Vietnam,Asia,Import,Logic ICs,600.04,0.082,2
2021,Japan,Asia,USA,North America,Export,Analog ICs,9246.28,0.062,9
2021,Japan,Asia,Vietnam,Asia,Import,Microprocessors,22956.97,0.031,7
2021,USA,North America,France,Europe,Import,Memory ICs,37723.73,0.11,6
2021,Vietnam,Asia,Mexico,North America,Import,Microprocessors,46876.09,0.009,6
2021,Singapore,Asia,Taiwan,Asia,Import,Sensors,5224.78,0.118,10
2021,Japan,Asia,Taiwan,Asia,Import,Analog ICs,415255.08,0.038,9
2021,Mexico,North America,South Korea,Asia,Export,Sensors,718378.72,0.017,6
2021,UK,Europe,Taiwan,Asia,Export,Analog ICs,1341068.02,0.099,7
2021,South Korea,Asia,China,Asia,Export,Analog ICs,2407.2,0.043,2
2021,China,Asia,Netherlands,Europe,Export,Logic ICs,1116369.53,0.005,7
2021,UK,Europe,Singapore,Asia,Import,Sensors,1361.15,0.006,2
2021,USA,North America,Mexico,North America,Export,Microprocessors,665440.27,0.132,10
2021,Germany,Europe,Japan,Asia,Export,Memory ICs,9992.8,0.039,1
2021,Japan,Asia,France,Europe,Import,Memory ICs,153288.06,0.067,6
2021,India,Asia,Malaysia,Asia,Export,Memory ICs,81911.0,0.081,5
2021,Singapore,Asia,Germany,Europe,Import,Memory ICs,338314.32,0.054,3
2021,France,Europe,Taiwan,Asia,Export,Memory ICs,815997.07,0.025,1
2021,Mexico,North America,Canada,North America,Export,Sensors,20811.94,0.036,1
2021,Japan,Asia,South Korea,Asia,Import,Microprocessors,13157.66,0.033,1
2021,Canada,North America,UK,Europe,Import,Logic ICs,19162.93,0.148,8
2021,India,Asia,Malaysia,Asia,Export,Analog ICs,71467.75,0.137,7
2021,Germany,Europe,Vietnam,Asia,Import,Logic ICs,83595.48,0.127,7
2021,India,Asia,France,Europe,Import,Sensors,57469.81,0.147,2
2021,Netherlands,Europe,Japan,Asia,Import,Optoelectronics,94644.44,0.119,7
2021,Canada,North America,South Korea,Asia,Import,Optoelectronics,174165.65,0.083,8
2021,Taiwan,Asia,Canada,North America,Export,Logic ICs,9750.56,0.038,6
2021,India,Asia,Canada,North America,Import,Memory ICs,1911.51,0.121,5
2021,Canada,North America,Mexico,North America,Export,Logic ICs,50991.88,0.013,1
2021,Germany,Europe,Taiwan,Asia,Export,Memory ICs,1389.79,0.078,4
2021,USA,North America,Japan,Asia,Import,Memory ICs,5718.26,0.004,1
2021,Netherlands,Europe,UK,Europe,Import,Microprocessors,3028.77,0.087,5
2021,Japan,Asia,Taiwan,Asia,Export,Optoelectronics,7277.99,0.084,5
2021,Netherlands,Europe,Malaysia,Asia,Export,Microprocessors,1781.42,0.096,8
2021,Japan,Asia,Canada,North America,Export,Analog ICs,15329.44,0.132,1
2021,China,Asia,France,Europe,Export,Microprocessors,68.83,0.051,1
2021,South Korea,Asia,Vietnam,Asia,Import,Analog ICs,26066.39,0.053,8
2021,Germany,Europe,France,Europe,Import,Logic ICs,4052.67,0.018,1
2021,Singapore,Asia,USA,North America,Import,Logic ICs,140272.81,0.142,9
2021,Malaysia,Asia,China,Asia,Export,Memory ICs,27291.75,0.14,7
2021,Netherlands,Europe,India,Asia,Export,Logic ICs,2547.77,0.037,6
2021,USA,North America,Taiwan,Asia,Export,Sensors,151282.23,0.063,8
2021,Germany,Europe,Singapore,Asia,Export,Sensors,714005.74,0.061,6
2021,Germany,Europe,Vietnam,Asia,Import,Microprocessors,14588.96,0.111,7
2021,India,Asia,Japan,Asia,Export,Logic ICs,7010.68,0.139,9
2021,Vietnam,Asia,Singapore,Asia,Export,Logic ICs,31565.77,0.013,2
2021,Taiwan,Asia,France,Europe,Import,Analog ICs,117672.55,0.074,3
2021,Singapore,Asia,France,Europe,Import,Optoelectronics,113407.92,0.013,2
2021,China,Asia,Japan,Asia,Import,Memory ICs,51419.82,0.036,2
2021,India,Asia,Vietnam,Asia,Import,Sensors,28220.61,0.084,8
2021,USA,North America,Germany,Europe,Export,Optoelectronics,13776.94,0.112,7
2021,South Korea,Asia,Singapore,Asia,Export,Microprocessors,5902.79,0.02,1
2021,Singapore,Asia,UK,Europe,Export,Optoelectronics,55542.73,0.006,7
2021,Canada,North America,Singapore,Asia,Import,Sensors,291127.57,0.098,1
2021,India,Asia,Germany,Europe,Import,Analog ICs,3897391.13,0.078,1
2021,Vietnam,Asia,Taiwan,Asia,Import,Memory ICs,223746.82,0.011,10
2021,UK,Europe,Mexico,North America,Import,Memory ICs,344.03,0.12,10
2021,Vietnam,Asia,Germany,Europe,Import,Optoelectronics,6566.18,0.086,7
2021,Netherlands,Europe,Japan,Asia,Import,Logic ICs,136058.06,0.061,1
2021,USA,North America,Malaysia,Asia,Export,Optoelectronics,4557.46,0.051,9
2021,Malaysia,Asia,Taiwan,Asia,Export,Microprocessors,5034.17,0.02,7
2021,Malaysia,Asia,Taiwan,Asia,Import,Sensors,14835.51,0.089,3
2021,South Korea,Asia,Netherlands,Europe,Import,Sensors,874.0,0.064,1
2021,Vietnam,Asia,Taiwan,Asia,Export,Optoelectronics,210935.8,0.071,2
2021,India,Asia,Malaysia,Asia,Export,Microprocessors,30144.64,0.1,9
2021,Canada,North America,China,Asia,Import,Analog ICs,5832.02,0.115,9
2021,Mexico,North America,Germany,Europe,Import,Optoelectronics,15287.89,0.111,10
2021,South Korea,Asia,Malaysia,Asia,Export,Analog ICs,880.91,0.084,9
2021,Netherlands,Europe,Singapore,Asia,Import,Microprocessors,5460.97,0.067,9
2021,Taiwan,Asia,Netherlands,Europe,Export,Logic ICs,2948.23,0.024,6
2021,South Korea,Asia,France,Europe,Export,Logic ICs,3125.99,0.082,10
2021,UK,Europe,Japan,Asia,Export,Optoelectronics,10999.74,0.017,4
2021,UK,Europe,Taiwan,Asia,Export,Analog ICs,102909.42,0.043,10
2021,South Korea,Asia,Canada,North America,Import,Memory ICs,2669.25,0.064,5
2021,USA,North America,France,Europe,Export,Microprocessors,36837.7,0.109,10
2021,Netherlands,Europe,Malaysia,Asia,Export,Microprocessors,32471.24,0.062,10
2021,Taiwan,Asia,Japan,Asia,Import,Optoelectronics,195799.02,0.048,1
2021,Mexico,North America,France,Europe,Import,Optoelectronics,24928.49,0.009,10
2021,Germany,Europe,Canada,North America,Import,Logic ICs,3445.74,0.111,10
2021,Singapore,Asia,South Korea,Asia,Import,Analog ICs,30130.92,0.121,2
2021,South Korea,Asia,USA,North America,Export,Microprocessors,19053.22,0.14,9
2021,Germany,Europe,Malaysia,Asia,Export,Microprocessors,53766.38,0.145,6
2021,China,Asia,UK,Europe,Export,Memory ICs,22883.31,0.019,1
2021,South Korea,Asia,Singapore,Asia,Export,Memory ICs,23146.46,0.138,5
2021,China,Asia,Germany,Europe,Import,Sensors,3757.17,0.093,5
2021,India,Asia,Japan,Asia,Export,Optoelectronics,532800.53,0.112,9
2021,UK,Europe,Germany,Europe,Import,Memory ICs,83094.03,0.046,6
2021,UK,Europe,Japan,Asia,Export,Logic ICs,125721.46,0.016,9
2021,Singapore,Asia,India,Asia,Export,Memory ICs,555489.75,0.034,9
2021,Germany,Europe,France,Europe,Export,Memory ICs,499.93,0.059,2
2021,China,Asia,Malaysia,Asia,Export,Optoelectronics,41067.89,0.075,5
2021,Taiwan,Asia,China,Asia,Export,Analog ICs,1527.94,0.029,8
2021,Vietnam,Asia,Mexico,North America,Import,Logic ICs,12488.27,0.001,10
2021,Netherlands,Europe,Japan,Asia,Import,Sensors,7040.06,0.022,2
2021,India,Asia,Canada,North America,Import,Analog ICs,2083.46,0.072,4
2021,France,Europe,UK,Europe,Export,Logic ICs,1195.88,0.03,8
2021,France,Europe,Germany,Europe,Import,Microprocessors,9478.79,0.008,1
2021,Japan,Asia,USA,North America,Export,Analog ICs,106940.66,0.01,4
2021,Germany,Europe,South Korea,Asia,Import,Sensors,13614.08,0.026,8
2021,Japan,Asia,India,Asia,Export,Sensors,85885.26,0.007,5
2021,Japan,Asia,Mexico,North America,Export,Analog ICs,16716.93,0.006,9
2021,Japan,Asia,Mexico,North America,Import,Optoelectronics,87479.38,0.098,7
2021,Mexico,North America,Vietnam,Asia,Import,Analog ICs,51328.93,0.067,10
2021,Mexico,North America,South Korea,Asia,Export,Memory ICs,13371.86,0.089,4
2021,France,Europe,USA,North America,Import,Sensors,182457.68,0.022,2
2021,USA,North America,India,Asia,Export,Microprocessors,76067.61,0.102,1
2021,Germany,Europe,Taiwan,Asia,Import,Sensors,310.54,0.143,2
2021,France,Europe,Mexico,North America,Export,Sensors,3373.9,0.011,6
2021,UK,Europe,Singapore,Asia,Import,Sensors,14549.55,0.044,9
2021,Japan,Asia,Taiwan,Asia,Export,Logic ICs,27117.09,0.108,9
2021,UK,Europe,Malaysia,Asia,Export,Logic ICs,1357509.47,0.045,7
2021,Canada,North America,Malaysia,Asia,Export,Sensors,4565.97,0.013,4
2021,China,Asia,France,Europe,Import,Memory ICs,4587.12,0.137,1
2021,Netherlands,Europe,France,Europe,Import,Analog ICs,2530.05,0.055,3
2021,Malaysia,Asia,Singapore,Asia,Import,Analog ICs,558455.89,0.125,7
2021,Mexico,North America,UK,Europe,Export,Optoelectronics,99393.19,0.042,2
2021,Netherlands,Europe,India,Asia,Import,Logic ICs,6444.11,0.135,3
2021,Japan,Asia,USA,North America,Export,Microprocessors,110857.05,0.074,4
2021,USA,North America,Singapore,Asia,Export,Analog ICs,297117.52,0.1,10
2021,Japan,Asia,UK,Europe,Import,Optoelectronics,254714.22,0.04,5
2021,France,Europe,Japan,Asia,Import,Microprocessors,14835.22,0.089,9
2021,UK,Europe,China,Asia,Export,Logic ICs,172922.44,0.119,1
2021,Malaysia,Asia,India,Asia,Export,Optoelectronics,85889.95,0.079,3
2021,Germany,Europe,Netherlands,Europe,Import,Sensors,161091.51,0.068,1
2021,Vietnam,Asia,Malaysia,Asia,Export,Memory ICs,18269.85,0.043,8
2021,France,Europe,Netherlands,Europe,Import,Analog ICs,1358.83,0.139,7
2021,USA,North America,Singapore,Asia,Export,Microprocessors,6571.06,0.146,5
2021,Vietnam,Asia,Canada,North America,Import,Microprocessors,985137.84,0.084,1
2021,Netherlands,Europe,Japan,Asia,Import,Optoelectronics,170435.65,0.073,3
2021,Singapore,Asia,Canada,North America,Export,Analog ICs,1053.07,0.013,9
2021,Japan,Asia,Mexico,North America,Import,Logic ICs,146703.49,0.006,10
2021,France,Europe,South Korea,Asia,Export,Optoelectronics,1227.69,0.01,10
2021,Malaysia,Asia,Vietnam,Asia,Export,Optoelectronics,87007.57,0.062,5
2021,Netherlands,Europe,Germany,Europe,Export,Analog ICs,25681.49,0.136,4
2021,France,Europe,Malaysia,Asia,Import,Memory ICs,1381.82,0.105,7
2021,France,Europe,Canada,North America,Import,Microprocessors,49959.04,0.012,1
2021,Taiwan,Asia,USA,North America,Import,Sensors,352926.34,0.026,2
2021,Netherlands,Europe,China,Asia,Export,Sensors,522875.06,0.001,9
2021,Canada,North America,Malaysia,Asia,Import,Logic ICs,30507.27,0.019,3
2021,Germany,Europe,USA,North America,Import,Microprocessors,57205.31,0.094,6
2021,UK,Europe,Canada,North America,Import,Logic ICs,8467.64,0.046,3
2021,USA,North America,Mexico,North America,Import,Optoelectronics,11626.24,0.123,6
2021,Japan,Asia,Malaysia,Asia,Import,Microprocessors,65234.69,0.109,10
2021,China,Asia,Mexico,North America,Import,Analog ICs,15487.29,0.129,6
2021,UK,Europe,Mexico,North America,Export,Optoelectronics,26003.2,0.072,3
2021,Germany,Europe,South Korea,Asia,Import,Memory ICs,59222.43,0.149,8
2021,China,Asia,Mexico,North America,Export,Memory ICs,3481.35,0.049,4
2021,Mexico,North America,Canada,North America,Import,Analog ICs,5142.82,0.138,2
2021,Malaysia,Asia,USA,North America,Export,Memory ICs,93998.33,0.137,9
2021,China,Asia,Taiwan,Asia,Import,Optoelectronics,29727.78,0.039,5
2021,Germany,Europe,France,Europe,Export,Sensors,28007.86,0.142,8
2021,France,Europe,Vietnam,Asia,Import,Memory ICs,18600.72,0.066,3
2021,France,Europe,Japan,Asia,Export,Memory ICs,515.95,0.026,8
2021,Taiwan,Asia,Malaysia,Asia,Export,Analog ICs,674723.07,0.141,9
2021,France,Europe,UK,Europe,Import,Analog ICs,62813.23,0.081,10
2021,Taiwan,Asia,Mexico,North America,Export,Optoelectronics,17855.46,0.001,7
2021,Mexico,North America,Vietnam,Asia,Import,Analog ICs,75025.36,0.051,9
2021,Germany,Europe,Taiwan,Asia,Import,Sensors,4689.53,0.123,7
2021,Japan,Asia,China,Asia,Export,Analog ICs,982121.16,0.124,7
2021,France,Europe,Vietnam,Asia,Import,Microprocessors,54230.1,0.048,1
2021,Japan,Asia,Singapore,Asia,Import,Memory ICs,13049.22,0.108,9
2021,India,Asia,Taiwan,Asia,Import,Sensors,715.31,0.112,5
2021,France,Europe,India,Asia,Export,Microprocessors,3624.51,0.073,10
2021,South Korea,Asia,Vietnam,Asia,Export,Memory ICs,33483.32,0.065,1
2021,USA,North America,France,Europe,Import,Sensors,7173.06,0.008,1
2021,South Korea,Asia,France,Europe,Import,Sensors,25636.75,0.051,8
2021,Taiwan,Asia,Malaysia,Asia,Import,Logic ICs,76521.45,0.096,10
2021,Vietnam,Asia,Germany,Europe,Import,Analog ICs,235.33,0.096,8
2021,USA,North America,Mexico,North America,Export,Microprocessors,14492.21,0.056,1
2021,Mexico,North America,Japan,Asia,Export,Analog ICs,15647.36,0.06,5
2021,UK,Europe,Vietnam,Asia,Import,Logic ICs,856386.19,0.045,7
2021,Japan,Asia,Taiwan,Asia,Export,Optoelectronics,25751.29,0.018,8
2021,Singapore,Asia,Malaysia,Asia,Export,Microprocessors,43969.18,0.08,9
2021,Mexico,North America,Canada,North America,Import,Sensors,71684.86,0.099,9
2021,India,Asia,Canada,North America,Import,Optoelectronics,101012.14,0.012,5
2021,Vietnam,Asia,Netherlands,Europe,Export,Analog ICs,23362.12,0.124,7
2021,France,Europe,USA,North America,Import,Analog ICs,2172.36,0.04,9
2021,Taiwan,Asia,South Korea,Asia,Import,Analog ICs,1225784.76,0.002,5
2021,Vietnam,Asia,Malaysia,Asia,Export,Analog ICs,105126.72,0.148,10
2021,Taiwan,Asia,Netherlands,Europe,Export,Microprocessors,1009992.74,0.127,1
2021,Singapore,Asia,Taiwan,Asia,Import,Optoelectronics,284.99,0.128,2
2021,Vietnam,Asia,Mexico,North America,Export,Analog ICs,720.07,0.039,8
2021,Germany,Europe,UK,Europe,Export,Optoelectronics,5919.99,0.088,9
2021,Germany,Europe,Canada,North America,Export,Sensors,23563.12,0.103,1
2021,UK,Europe,India,Asia,Import,Sensors,37691.4,0.064,5
2021,India,Asia,Germany,Europe,Import,Analog ICs,141596.65,0.023,6
2021,Taiwan,Asia,UK,Europe,Import,Analog ICs,1172.19,0.033,4
2021,Germany,Europe,Vietnam,Asia,Export,Logic ICs,1196.1,0.067,1
2021,South Korea,Asia,Germany,Europe,Import,Microprocessors,919595.43,0.082,4
2021,Germany,Europe,Canada,North America,Import,Microprocessors,37969.76,0.067,4
2021,Vietnam,Asia,Mexico,North America,Import,Microprocessors,3648.79,0.07,4
2021,France,Europe,USA,North America,Export,Analog ICs,3130.37,0.028,10
2021,France,Europe,India,Asia,Export,Logic ICs,88892.36,0.135,5
2021,Germany,Europe,Canada,North America,Import,Logic ICs,12871.18,0.113,1
2021,Taiwan,Asia,Germany,Europe,Import,Optoelectronics,442785.56,0.114,4
2021,South Korea,Asia,India,Asia,Import,Optoelectronics,17968.04,0.102,9
2021,Canada,North America,France,Europe,Import,Microprocessors,152301.77,0.148,4
2021,Canada,North America,Taiwan,Asia,Import,Sensors,236.96,0.137,1
2021,Canada,North America,Taiwan,Asia,Import,Microprocessors,10921.01,0.098,6
2021,Netherlands,Europe,USA,North America,Import,Optoelectronics,1779.85,0.003,1
2021,Canada,North America,Japan,Asia,Export,Memory ICs,2560.61,0.082,3
2021,India,Asia,China,Asia,Export,Memory ICs,10045.47,0.107,1
2021,China,Asia,USA,North America,Export,Optoelectronics,33609.41,0.144,7
2021,Singapore,Asia,France,Europe,Export,Optoelectronics,108629.84,0.129,8
2021,South Korea,Asia,Netherlands,Europe,Import,Optoelectronics,519.63,0.13,8
2021,France,Europe,Japan,Asia,Export,Memory ICs,6093.62,0.102,7
2021,Taiwan,Asia,Vietnam,Asia,Import,Logic ICs,86461.82,0.028,5
2021,Canada,North America,Netherlands,Europe,Export,Memory ICs,233743.54,0.043,1
2021,Vietnam,Asia,Malaysia,Asia,Import,Microprocessors,49342.9,0.055,9
2021,Vietnam,Asia,Germany,Europe,Export,Memory ICs,256291.1,0.088,8
